Mergesort, array[10], k = 1
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
