Mergesort, array[250], k = 1
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
k = 1,0,
